StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q2.1_First Click,Q2.1_Last Click,Q2.1_Page Submit,Q2.1_Click Count,Q2.3,Q2.4,Q2.5,Q3.1_First Click,Q3.1_Last Click,Q3.1_Page Submit,Q3.1_Click Count,Q3.3,Q3.4,Q3.5,Q4.1_First Click,Q4.1_Last Click,Q4.1_Page Submit,Q4.1_Click Count,Q4.3,Q4.4,Q4.5,Q5.1,Q5.2,Q5.3,Q5.4,Q48
2019-12-05 19:41:04,2019-12-06 00:24:24,IP Address,101.84.132.138,100,17000,True,2019-12-06 00:24:24,R_u4ha6RaAr1G3v33,,,,,31.0449066162109375,121.401214599609375,anonymous,EN,0.921,24.154,25.483,22,Graduates,Emotional,A-(3.5-3.75),0.546,12.615,13.538,12,Freshman,Logical,A-(3.5-3.75),,,,,,,,Female,Graduates,Emotional,A-(3.5-3.75),
2019-12-06 01:10:22,2019-12-06 01:11:48,IP Address,86.173.216.12,100,86,True,2019-12-06 01:11:48,R_eEcCgztqdUoi04V,,,,,51.5041961669921875,-0.2198944091796875,anonymous,EN,3.055,19.554,20.314,14,Freshman,Logical,B+(3.25-3.5),,,,,,,,4.27,11.817,12.557,14,Junior,Emotional,A-(3.5-3.75),Female,Freshman,Logical,A-(3.5-3.75),statistics
2019-12-06 01:35:28,2019-12-06 01:37:55,IP Address,113.54.240.249,100,146,True,2019-12-06 01:37:56,R_30uA4XfOZHxQVoT,,,,,30.6667022705078125,104.06671142578125,anonymous,EN,3.85,57.977,59.754,38,Graduates,Logical,A-(3.5-3.75),0.883,22.785,23.851,24,Junior,Logical,A-(3.5-3.75),,,,,,,,Female,Graduates,Logical,B+(3.25-3.5),
2019-12-06 02:20:08,2019-12-06 02:21:14,IP Address,31.205.99.16,100,65,True,2019-12-06 02:21:14,R_2aaDpwnc0BzdRBn,,,,,53.7964935302734375,-1.5478057861328125,anonymous,EN,3.199,22.107,22.807,13,Senior,Logical,A-(3.5-3.75),,,,,,,,4.37,10.711,11.863,9,Freshman,Logical,A(3.75-4.0),Female,Graduates,Logical,A-(3.5-3.75),
2019-12-06 02:41:43,2019-12-06 02:43:11,IP Address,223.104.212.15,100,88,True,2019-12-06 02:43:12,R_Aj0bfSqoqvghMmR,,,,,31.0449066162109375,121.401214599609375,anonymous,EN,2.041,16.19,16.93,14,Senior,Emotional,A-(3.5-3.75),,,,,,,,3.763,16.715,17.624,10,Junior,Logical,A(3.75-4.0),Female,Graduates,Emotional,A-(3.5-3.75),Facial expression
2019-12-06 03:30:17,2019-12-06 03:33:55,IP Address,112.65.48.109,100,218,True,2019-12-06 03:33:55,R_1PZfok3OawT4ZoP,,,,,31.0449066162109375,121.401214599609375,anonymous,EN,1.078,41.278,41.683,33,Junior,Emotional,A-(3.5-3.75),0.773,16.87,17.669,13,Freshman,Logical,A(3.75-4.0),,,,,,,,Female,Junior,Prefer not to say,A-(3.5-3.75),launch a picture store
2019-12-06 03:42:09,2019-12-06 03:44:10,IP Address,222.128.33.221,100,120,True,2019-12-06 03:44:11,R_3EFPPdOIQVgw2N1,,,,,39.928802490234375,116.388885498046875,anonymous,EN,25.128,49.625,50.805,3,Junior,Logical,A-(3.5-3.75),5.469,10.942,12.411,3,Sophomore,Logical,A-(3.5-3.75),,,,,,,,Female,Graduates,Logical,A-(3.5-3.75),"stereotype "
2019-12-06 04:02:04,2019-12-06 04:03:36,IP Address,46.193.66.238,100,92,True,2019-12-06 04:03:36,R_1dt7ZrfZN0MqQqu,,,,,49.03509521484375,2.07550048828125,anonymous,EN,3.881,24.189,24.929,21,Freshman,Emotional,B+(3.25-3.5),,,,,,,,2.416,16.133,17.287,14,Freshman,Logical,B+(3.25-3.5),Female,Graduates,Emotional,B+(3.25-3.5),
2019-12-06 04:16:40,2019-12-06 04:17:59,IP Address,221.225.147.24,100,78,True,2019-12-06 04:18:00,R_2vbGCCZflQ7Z2tY,,,,,31.3834991455078125,120.951995849609375,anonymous,EN,2.429,23.263,24.071,12,Sophomore,Logical,A(3.75-4.0),0.444,19.989,20.983,13,Freshman,Emotional,B(3.0-3.25),,,,,,,,Male,Sophomore,Prefer not to say,B(3.0-3.25),
2019-12-06 04:16:52,2019-12-06 04:18:54,IP Address,37.167.57.121,100,121,True,2019-12-06 04:18:54,R_1gonbnzooc9lF8d,,,,,48.8582000732421875,2.3386993408203125,anonymous,EN,4.869,46.927,48.642,25,Graduates,Logical,B+(3.25-3.5),2.156,20.47,21.472,20,Sophomore,Logical,C+(2.5-2.75),,,,,,,,Male,Junior,Logical,Prefer not to say,
2019-12-06 04:21:08,2019-12-06 04:22:11,IP Address,223.104.146.67,100,63,True,2019-12-06 04:22:12,R_1pF0fcnsI9UbKqL,,,,,31.3040924072265625,120.59539794921875,anonymous,EN,1.804,30.605,31.2,14,Junior,Emotional,A-(3.5-3.75),,,,,,,,1.648,9.114,10.696,7,Graduates,Logical,A(3.75-4.0),Female,Sophomore,Emotional,A(3.75-4.0),
2019-12-06 04:21:42,2019-12-06 04:23:03,IP Address,122.192.14.187,100,81,True,2019-12-06 04:23:03,R_tYzV9uRddT0XyEx,,,,,31.3040924072265625,120.59539794921875,anonymous,EN,3.642,33.148,34.046,15,Sophomore,Emotional,B+(3.25-3.5),2.667,14.023,14.774,11,Freshman,Emotional,C+(2.5-2.75),,,,,,,,Female,Senior,Prefer not to say,B(3.0-3.25),
2019-12-06 04:31:19,2019-12-06 04:32:35,IP Address,124.160.214.225,100,76,True,2019-12-06 04:32:36,R_3FR0DQGPgNHfmqM,,,,,30.29400634765625,120.161895751953125,anonymous,EN,4.239,27.342,28.962,16,Graduates,Emotional,A-(3.5-3.75),,,,,,,,0.182,7.63,8.474,10,Graduates,Logical,A(3.75-4.0),Female,Senior,Emotional,B+(3.25-3.5),
2019-12-06 04:32:35,2019-12-06 04:34:40,IP Address,117.136.38.33,100,125,True,2019-12-06 04:34:40,R_2fJo8dz2giMtiW7,,,,,39.928802490234375,116.388885498046875,anonymous,EN,0.955,52.445,53.296,44,Graduates,Logical,A(3.75-4.0),1.087,35.285,35.631,28,Freshman,Logical,A-(3.5-3.75),,,,,,,,Male,Graduates,Logical,A(3.75-4.0),
2019-12-06 05:05:26,2019-12-06 05:06:25,IP Address,209.94.130.152,100,59,True,2019-12-06 05:06:26,R_1dssTpJ8j2xOdim,,,,,42.3513031005859375,-71.13700103759765625,anonymous,EN,1.29,22.942,23.542,15,Junior,Logical,A(3.75-4.0),,,,,,,,0.363,11.082,11.875,11,Graduates,Logical,A(3.75-4.0),Female,Graduates,Logical,A-(3.5-3.75),
2019-12-06 05:25:53,2019-12-06 05:27:59,IP Address,117.136.68.155,100,125,True,2019-12-06 05:27:59,R_1qWJHqFsmpnflQN,,,,,31.3040924072265625,120.59539794921875,anonymous,EN,3.191,23.169,24.488,11,Sophomore,Emotional,A(3.75-4.0),2.719,13.802,14.923,8,Senior,Logical,A(3.75-4.0),,,,,,,,Female,Sophomore,Logical,A-(3.5-3.75),Is there any relation between the look and the personality and grade?
2019-12-06 05:42:25,2019-12-06 05:43:21,IP Address,117.136.67.212,100,56,True,2019-12-06 05:43:21,R_1l3pmmTiteoZ222,,,,,31.3040924072265625,120.59539794921875,anonymous,EN,2.191,22.51,23.396,19,Sophomore,Logical,A-(3.5-3.75),,,,,,,,2.311,10.521,11.514,11,Freshman,Logical,B+(3.25-3.5),Male,Senior,Prefer not to say,B+(3.25-3.5),
2019-12-06 05:43:07,2019-12-06 05:45:11,IP Address,111.25.156.168,100,124,True,2019-12-06 05:45:12,R_Cks3308T0K4n1xn,,,,,42.2400970458984375,125.717193603515625,anonymous,EN,2.84,38.08,38.982,22,Sophomore,Logical,B+(3.25-3.5),1.494,10.648,11.507,8,Freshman,Emotional,B-(2.75-3.0),,,,,,,,Female,Graduates,Emotional,B+(3.25-3.5),第一印象和刻板印象的关系？实在不想写英文了不好意思
2019-12-06 05:59:45,2019-12-06 06:00:48,IP Address,1.65.202.102,100,62,True,2019-12-06 06:00:48,R_wOhDmZ2uVC18SC5,,,,,22.2908935546875,114.149993896484375,anonymous,EN,2.23,22.031,22.8,15,Freshman,Logical,A-(3.5-3.75),,,,,,,,0.987,8.219,9.038,9,Senior,Logical,A-(3.5-3.75),Female,Graduates,Emotional,A-(3.5-3.75),
2019-12-06 06:14:12,2019-12-06 06:14:47,IP Address,223.79.38.136,100,35,True,2019-12-06 06:14:48,R_3oEA38Ya40uzPqF,,,,,36.0659942626953125,120.369384765625,anonymous,EN,0.6,5.781,6.668,9,Sophomore,Logical,B(3.0-3.25),0.477,5.205,6.321,7,Junior,Logical,B+(3.25-3.5),,,,,,,,Prefer not to say,Graduates,Emotional,A-(3.5-3.75),
2019-12-06 06:16:59,2019-12-06 06:18:41,IP Address,112.87.177.95,100,102,True,2019-12-06 06:18:41,R_ULXyIZvvZjrUZO1,,,,,31.3040924072265625,120.59539794921875,anonymous,EN,4.263,33.65,34.853,15,Graduates,Emotional,B(3.0-3.25),3.709,12.142,13.144,10,Junior,Logical,B(3.0-3.25),,,,,,,,Female,Graduates,Emotional,Prefer not to say,看面相？
2019-12-06 06:17:32,2019-12-06 06:19:18,IP Address,37.170.172.38,100,105,True,2019-12-06 06:19:18,R_2eUTDkdC8Tgwirn,,,,,48.8582000732421875,2.3386993408203125,anonymous,EN,4.88,47.836,49.06,13,Graduates,Logical,A-(3.5-3.75),,,,,,,,9.179,19.183,23.391,11,Freshman,Logical,A-(3.5-3.75),Male,Sophomore,Logical,B+(3.25-3.5),
2019-12-06 07:39:00,2019-12-06 07:44:05,IP Address,61.170.244.127,100,305,True,2019-12-06 07:44:05,R_2a9OufyrWgn7fMm,,,,,31.0449066162109375,121.401214599609375,anonymous,EN,4.567,39.342,40.257,15,Junior,Emotional,A-(3.5-3.75),0.911,33.805,35.051,17,Senior,Logical,A(3.75-4.0),,,,,,,,Female,Graduates,Emotional,A-(3.5-3.75),"How appearance affect impression "
2019-12-06 07:45:02,2019-12-06 07:46:44,IP Address,168.122.211.100,100,102,True,2019-12-06 07:46:45,R_2y3gjmk58NaUIKD,,,,,42.346405029296875,-71.097503662109375,anonymous,EN,4.607,42.913,44.016,17,Junior,Logical,A(3.75-4.0),3.141,25.426,26.312,14,Senior,Emotional,B+(3.25-3.5),,,,,,,,Female,Graduates,Logical,A(3.75-4.0),
2019-12-06 08:27:02,2019-12-06 08:28:36,IP Address,155.41.104.113,100,93,True,2019-12-06 08:28:36,R_2BsOU9TIRG6WI37,,,,,42.346405029296875,-71.097503662109375,anonymous,EN,5.53,38.535,39.451,14,Junior,Emotional,A(3.75-4.0),6.767,17.27,18.388,8,Junior,Logical,A(3.75-4.0),,,,,,,,Male,Graduates,Prefer not to say,A-(3.5-3.75),
2019-12-06 08:40:52,2019-12-06 08:41:45,IP Address,107.77.195.47,100,53,True,2019-12-06 08:41:45,R_2TEJV4zzSaWTYTE,,,,,42.4651947021484375,-83.37129974365234375,anonymous,EN,0.37,27.999,28.782,19,Graduates,Logical,A(3.75-4.0),,,,,,,,1.018,7.186,7.885,10,PhD,Logical,A-(3.5-3.75),Male,Graduates,Logical,A-(3.5-3.75),
2019-12-06 09:15:13,2019-12-06 09:17:39,IP Address,71.235.192.113,100,145,True,2019-12-06 09:17:39,R_2CgkHwHdblz9Tsv,,,,,42.4279937744140625,-71.061798095703125,anonymous,EN,0.732,34.343,36.165,7,Junior,Emotional,A-(3.5-3.75),,,,,,,,0.501,28.471,30.364,12,Sophomore,Emotional,A-(3.5-3.75),Female,Graduates,Emotional,A-(3.5-3.75),Do glasses affect ones perspective of another person?
2019-12-06 09:43:30,2019-12-06 09:44:13,IP Address,146.115.41.200,100,43,True,2019-12-06 09:44:14,R_bf38iHRKt5nDq0x,,,,,42.3473968505859375,-71.158203125,anonymous,EN,2.763,14.465,15.315,12,Sophomore,Logical,A-(3.5-3.75),0.698,4.568,5.974,5,Sophomore,,B(3.0-3.25),,,,,,,,Male,Graduates,Logical,B+(3.25-3.5),
2019-12-06 10:25:50,2019-12-06 10:26:31,IP Address,166.216.159.199,100,40,True,2019-12-06 10:26:31,R_24zMhjheH41qyo0,,,,,42.460205078125,-83.13430023193359375,anonymous,EN,1.738,15.873,16.949,9,Graduates,Logical,A-(3.5-3.75),1.143,6.442,7.615,8,Graduates,Logical,A(3.75-4.0),,,,,,,,Male,Graduates,Emotional,A-(3.5-3.75),
2019-12-06 10:30:10,2019-12-06 10:31:22,IP Address,174.204.13.116,100,72,True,2019-12-06 10:31:22,R_2YsP0bo6tEPZNCd,,,,,38.7740936279296875,-77.23850250244140625,anonymous,EN,2.464,33.006,33.87,15,Sophomore,Logical,A-(3.5-3.75),,,,,,,,1.926,16.743,17.545,17,Graduates,Logical,A-(3.5-3.75),Female,Graduates,Prefer not to say,B+(3.25-3.5),
2019-12-06 10:50:05,2019-12-06 10:53:10,IP Address,117.174.31.112,100,185,True,2019-12-06 10:53:10,R_2urdIjzAwSqPgW2,,,,,30.6667022705078125,104.06671142578125,anonymous,EN,0.56,22.476,24.526,14,Graduates,Logical,A-(3.5-3.75),1.344,9.827,10.701,11,Sophomore,Logical,A(3.75-4.0),,,,,,,,Female,Graduates,Emotional,B+(3.25-3.5),"appearance and personality/gpa/age "
2019-12-06 10:56:05,2019-12-06 10:56:48,IP Address,168.122.200.22,100,43,True,2019-12-06 10:56:49,R_3qxJI2QthyvPShX,,,,,42.346405029296875,-71.097503662109375,anonymous,EN,2.838,14.566,15.302,11,Graduates,Logical,A(3.75-4.0),,,,,,,,0.654,10.272,11.004,17,Sophomore,Logical,A(3.75-4.0),Female,Graduates,Emotional,A-(3.5-3.75),
2019-12-06 11:02:08,2019-12-06 11:04:32,IP Address,172.58.219.19,100,143,True,2019-12-06 11:04:32,R_3dJPB4GvTF5sHAK,,,,,42.3634033203125,-71.07129669189453125,anonymous,EN,4.319,64.355,68,17,Junior,Emotional,B(3.0-3.25),4.341,30.673,31.694,10,Sophomore,Emotional,B-(2.75-3.0),,,,,,,,Prefer not to say,Graduates,Prefer not to say,A(3.75-4.0),
2019-12-06 11:04:47,2019-12-06 11:06:14,IP Address,141.133.148.54,100,87,True,2019-12-06 11:06:14,R_3CK3oA8f2pckzM7,,,,,42.365997314453125,-71.2270965576171875,anonymous,EN,1.659,27.671,28.452,16,Graduates,Emotional,A-(3.5-3.75),1.102,12.99,14.071,10,Graduates,Logical,A(3.75-4.0),,,,,,,,Female,Freshman,Emotional,B+(3.25-3.5),
2019-12-06 11:07:06,2019-12-06 11:09:03,IP Address,158.121.180.38,100,116,True,2019-12-06 11:09:03,R_2tyhhYmcXme5vln,,,,,42.297393798828125,-71.07219696044921875,anonymous,EN,1.171,72.151,73.278,36,Graduates,Logical,A-(3.5-3.75),,,,,,,,0.813,7.133,8.113,9,PhD,Logical,A(3.75-4.0),Female,Sophomore,Logical,A(3.75-4.0),
2019-12-06 11:16:40,2019-12-06 11:17:39,IP Address,206.166.194.194,100,58,True,2019-12-06 11:17:39,R_57vRAI9hEPeW9Fv,,,,,42.310394287109375,-71.27410125732421875,anonymous,EN,1.012,11.181,11.986,9,Junior,Emotional,A-(3.5-3.75),1.261,5.722,6.891,9,Freshman,Logical,A-(3.5-3.75),,,,,,,,Female,Other,Emotional,B+(3.25-3.5),
2019-12-06 11:33:26,2019-12-06 11:34:19,IP Address,50.205.228.19,100,53,True,2019-12-06 11:34:19,R_2qELPswD3YmBJMN,,,,,42.297393798828125,-71.07219696044921875,anonymous,EN,2.514,20.955,21.595,10,Junior,Logical,A-(3.5-3.75),2.32,13.143,14.008,10,Sophomore,Logical,B+(3.25-3.5),,,,,,,,Female,Sophomore,Prefer not to say,B(3.0-3.25),
2019-12-06 11:36:31,2019-12-06 11:37:33,IP Address,24.218.57.73,100,61,True,2019-12-06 11:37:33,R_79bIK3cfEc6Xz9v,,,,,42.3119964599609375,-71.10810089111328125,anonymous,EN,3.505,32.222,33.107,12,Graduates,Emotional,A-(3.5-3.75),,,,,,,,1.094,11.218,12.5,9,Sophomore,Emotional,B+(3.25-3.5),Male,Graduates,Emotional,B(3.0-3.25),
2019-12-06 12:04:08,2019-12-06 12:05:49,IP Address,155.41.5.181,100,101,True,2019-12-06 12:05:49,R_2YfhQgNDzFRllQZ,,,,,42.346405029296875,-71.097503662109375,anonymous,EN,13.611,47.553,48.613,3,Graduates,Emotional,B+(3.25-3.5),9.064,19.632,20.593,3,Senior,Logical,B(3.0-3.25),,,,,,,,Male,Graduates,Prefer not to say,Prefer not to say,I have no idea...
2019-12-06 12:22:35,2019-12-06 12:23:38,IP Address,155.41.105.198,100,62,True,2019-12-06 12:23:38,R_2fLOlyompJs7BHX,,,,,42.346405029296875,-71.097503662109375,anonymous,EN,5.982,18.758,20.603,4,Junior,Emotional,B+(3.25-3.5),,,,,,,,5.511,15.366,16.373,3,Senior,Emotional,A-(3.5-3.75),Female,Graduates,Prefer not to say,Prefer not to say,
2019-12-06 12:22:40,2019-12-06 12:24:32,IP Address,155.41.16.186,100,111,True,2019-12-06 12:24:32,R_3FIghkjAvUHxKx4,,,,,42.346405029296875,-71.097503662109375,anonymous,EN,6.062,12.604,13.542,4,Sophomore,Logical,B(3.0-3.25),5.695,11.432,12.553,6,Junior,Logical,A-(3.5-3.75),,,,,,,,Male,Graduates,Emotional,B(3.0-3.25),
2019-12-06 12:24:33,2019-12-06 12:25:43,IP Address,172.58.219.162,100,69,True,2019-12-06 12:25:43,R_2xJjC8vHLKZVbQw,,,,,42.3634033203125,-71.07129669189453125,anonymous,EN,1.579,28.365,29.238,18,Sophomore,Emotional,B+(3.25-3.5),,,,,,,,1.181,15.526,16.767,10,Freshman,,A-(3.5-3.75),Male,Graduates,Logical,A-(3.5-3.75),
2019-12-06 12:28:11,2019-12-06 12:29:47,IP Address,155.41.36.7,100,96,True,2019-12-06 12:29:47,R_2xWsLyi0TNkxxMu,,,,,42.346405029296875,-71.097503662109375,anonymous,EN,9.902,25.905,26.981,6,Junior,Logical,B+(3.25-3.5),,,,,,,,5.778,10.783,12.309,3,Sophomore,Logical,A-(3.5-3.75),Female,Graduates,Emotional,A-(3.5-3.75),Can we correctly identify how smart someone is by their looks?
2019-12-06 12:32:14,2019-12-06 12:33:11,IP Address,155.41.113.193,100,56,True,2019-12-06 12:33:11,R_24kJZlgvR0bVT7K,,,,,42.346405029296875,-71.097503662109375,anonymous,EN,3.209,18.127,19.048,15,Junior,Logical,A-(3.5-3.75),0.803,18.653,19.753,11,Junior,Logical,A-(3.5-3.75),,,,,,,,Female,Graduates,Logical,A-(3.5-3.75),
2019-12-06 12:46:45,2019-12-06 12:48:37,IP Address,14.28.47.26,100,111,True,2019-12-06 12:48:37,R_1j9bBxujRVeqsLI,,,,,22.533294677734375,114.13330078125,anonymous,EN,1.462,39.797,40.87,28,Junior,Emotional,A-(3.5-3.75),3.029,35.617,37.609,20,Senior,Logical,B+(3.25-3.5),,,,,,,,Female,Senior,Prefer not to say,B+(3.25-3.5),
2019-12-06 12:48:05,2019-12-06 12:49:06,IP Address,168.122.3.114,100,61,True,2019-12-06 12:49:06,R_3KCHffN2PIf5lnY,,,,,42.346405029296875,-71.097503662109375,anonymous,EN,15.154,24.424,25.7,3,Senior,Logical,B(3.0-3.25),,,,,,,,5.789,9.979,11.325,3,Senior,Logical,B(3.0-3.25),Male,Graduates,Logical,A(3.75-4.0),
2019-12-06 13:06:30,2019-12-06 13:07:50,IP Address,129.186.253.174,100,79,True,2019-12-06 13:07:50,R_2QuJZZcIZ22UB8K,,,,,42.0359954833984375,-93.46520233154296875,anonymous,EN,6.959,43.478,44.225,16,Graduates,Logical,B(3.0-3.25),0.92,10.035,11.396,7,Junior,Logical,B(3.0-3.25),,,,,,,,Male,Senior,Logical,B(3.0-3.25),
2019-12-06 13:42:21,2019-12-06 13:44:43,IP Address,205.175.106.97,100,142,True,2019-12-06 13:44:43,R_sMwH7iE0AIcawgh,,,,,47.6631011962890625,-122.3029022216796875,anonymous,EN,1.006,43.931,43.958,25,Senior,Logical,A-(3.5-3.75),1.201,21.07,23.917,17,Sophomore,Logical,A-(3.5-3.75),,,,,,,,Prefer not to say,Junior,Prefer not to say,Prefer not to say,"How does one person’s appearance and costumes affect people’s assumptions on his/her performance "
2019-12-06 13:49:30,2019-12-06 13:50:33,IP Address,155.41.54.175,100,62,True,2019-12-06 13:50:33,R_3mdxg8yGbtHDsHQ,,,,,42.346405029296875,-71.097503662109375,anonymous,EN,0.423,25.022,26.344,18,Junior,Logical,A-(3.5-3.75),,,,,,,,0.781,12.564,13.309,12,Sophomore,Emotional,B+(3.25-3.5),Male,Graduates,Logical,B+(3.25-3.5),Nope
2019-12-06 12:11:24,2019-12-06 14:20:01,IP Address,107.77.206.215,100,7717,True,2019-12-06 14:20:01,R_3F2WzbSHa3ecBDX,,,,,41.848297119140625,-87.651702880859375,anonymous,EN,0.697,24.237,25.812,12,Junior,Logical,B+(3.25-3.5),,,,,,,,1.818,25.436,26.253,16,Sophomore,Logical,A-(3.5-3.75),Male,PhD,Logical,A-(3.5-3.75),"first impression based on appearance "
2019-12-06 14:38:11,2019-12-06 14:39:23,IP Address,71.232.99.74,100,72,True,2019-12-06 14:39:23,R_2fCL9pWZY1E2dTL,,,,,42.3267974853515625,-71.13410186767578125,anonymous,EN,2.585,23.901,24.693,23,Graduates,Logical,A-(3.5-3.75),,,,,,,,0.641,21.152,22.417,20,Senior,Logical,A(3.75-4.0),Female,Graduates,Emotional,B+(3.25-3.5),
2019-12-06 15:23:58,2019-12-06 15:25:50,IP Address,24.91.215.27,100,111,True,2019-12-06 15:25:50,R_Dw1n3lWX3VB6sE1,,,,,42.33880615234375,-71.072601318359375,anonymous,EN,3.97,38.488,40.239,20,Graduates,Logical,A-(3.5-3.75),6.159,25.692,26.784,15,Sophomore,Logical,A(3.75-4.0),,,,,,,,Female,Graduates,Logical,A(3.75-4.0),Facial personality AI
2019-12-06 21:42:34,2019-12-06 21:45:11,IP Address,112.97.240.86,100,157,True,2019-12-06 21:45:11,R_07d4K9mQ8XWyGqZ,,,,,23.0308074951171875,113.7174072265625,anonymous,EN,0.045,52.491,53.054,22,Graduates,Emotional,B+(3.25-3.5),,,,,,,,0.038,22.299,23.044,17,Senior,Logical,A-(3.5-3.75),Female,Senior,Prefer not to say,C(2.25-2.5),印象调查
2019-12-06 21:46:20,2019-12-06 21:47:50,IP Address,223.104.63.236,100,89,True,2019-12-06 21:47:50,R_2tDvzV7gSDXaPhn,,,,,23.0308074951171875,113.7174072265625,anonymous,EN,3.486,17.668,18.523,9,Senior,Logical,A-(3.5-3.75),,,,,,,,1.562,13.991,14.045,9,Junior,Logical,A(3.75-4.0),Female,Graduates,Emotional,B-(2.75-3.0),
2019-12-07 13:09:04,2019-12-07 13:10:18,IP Address,146.115.80.139,100,74,True,2019-12-07 13:10:19,R_22VRoDjFwnaS5bL,,,,,42.3634033203125,-71.07129669189453125,anonymous,EN,1.052,24.604,25.452,16,Sophomore,Logical,A-(3.5-3.75),0.967,17.617,18.166,12,Senior,Logical,B+(3.25-3.5),,,,,,,,Female,Sophomore,Emotional,A-(3.5-3.75),
2019-12-06 11:04:51,2019-12-07 13:16:58,IP Address,142.79.201.133,100,94326,True,2019-12-07 13:16:58,R_r7Tk1PSZXtMdP9L,,,,,42.3634033203125,-71.07129669189453125,anonymous,EN,4.25,4.25,5.916,1,,,,,,,,,,,4.336,4.336,6.355,1,,,,,,,,
2019-12-07 13:22:44,2019-12-07 13:24:22,IP Address,98.155.118.107,100,98,True,2019-12-07 13:24:22,R_3nGmxyobFBodFkb,,,,,21.497100830078125,-158.041900634765625,anonymous,EN,1.501,31.453,32.814,19,Senior,Logical,A(3.75-4.0),,,,,,,,1.311,22.594,23.382,14,Graduates,Logical,A(3.75-4.0),Male,Other,Prefer not to say,B(3.0-3.25),
2019-12-07 13:24:08,2019-12-07 13:25:37,IP Address,24.63.76.172,100,88,True,2019-12-07 13:25:37,R_3knVI6fAIMVLgBj,,,,,42.3473968505859375,-71.158203125,anonymous,EN,2.823,39.706,42.046,11,Graduates,Logical,B(3.0-3.25),,,,,,,,2.51,21.007,21.447,16,Sophomore,Logical,A(3.75-4.0),Female,Senior,Emotional,A(3.75-4.0),
2019-12-07 13:32:44,2019-12-07 13:33:24,IP Address,130.126.255.237,100,40,True,2019-12-07 13:33:27,R_3p0iHwF6tM3mtCt,,,,,40.104705810546875,-88.20619964599609375,anonymous,EN,3.445,12.133,13.428,6,Junior,Logical,B+(3.25-3.5),,,,,,,,0.69,7.321,7.972,6,Junior,Logical,A-(3.5-3.75),Female,Graduates,Logical,A(3.75-4.0),
2019-12-07 13:32:34,2019-12-07 13:34:32,IP Address,45.37.138.24,100,117,True,2019-12-07 13:34:32,R_6nHvE7qDIdMD0E9,,,,,35.36639404296875,-77.92209625244140625,anonymous,EN,3.017,34.284,34.802,21,Freshman,Emotional,B+(3.25-3.5),2.426,33.188,33.649,25,Junior,Logical,B(3.0-3.25),,,,,,,,Male,Other,Logical,A(3.75-4.0),
2019-12-07 13:36:17,2019-12-07 13:37:50,IP Address,96.40.149.195,100,92,True,2019-12-07 13:37:50,R_2zGt4ttWAghwc6s,,,,,34.0648040771484375,-118.08599853515625,anonymous,EN,2.106,32.312,33.06,17,Freshman,Logical,A-(3.5-3.75),1.175,8.385,9.143,7,Freshman,Emotional,B+(3.25-3.5),,,,,,,,Male,Other,Logical,C+(2.5-2.75),Human first expression
2019-12-07 13:42:38,2019-12-07 13:43:31,IP Address,107.77.195.114,100,52,True,2019-12-07 13:43:31,R_1cYNIOPfaqydin2,,,,,42.4651947021484375,-83.37129974365234375,anonymous,EN,1.302,19.006,20.308,9,Graduates,Logical,A-(3.5-3.75),,,,,,,,2.133,10.463,11.901,8,Graduates,Logical,A(3.75-4.0),Female,Senior,Logical,Prefer not to say,
2019-12-07 13:46:31,2019-12-07 13:47:41,IP Address,107.184.89.120,100,70,True,2019-12-07 13:47:41,R_33xLfpCDj0yw0bo,,,,,34.0469970703125,-118.27500152587890625,anonymous,EN,4.796,24.859,25.394,10,Junior,Logical,A(3.75-4.0),,,,,,,,3.941,12.94,13.85,9,Senior,Emotional,A(3.75-4.0),Female,Junior,Emotional,A(3.75-4.0),
2019-12-07 13:49:44,2019-12-07 13:50:57,IP Address,174.207.24.65,100,73,True,2019-12-07 13:50:58,R_yWrcn2arhUWBLCV,,,,,30.3773040771484375,-97.70999908447265625,anonymous,EN,7.736,26.509,27.5,11,Senior,Emotional,B-(2.75-3.0),3.158,9.208,10.148,9,PhD,Logical,A(3.75-4.0),,,,,,,,Female,Graduates,Logical,B+(3.25-3.5),
2019-12-07 13:49:46,2019-12-07 13:51:21,IP Address,142.79.197.82,100,95,True,2019-12-07 13:51:21,R_3OoClNKslaItD1d,,,,,42.3491973876953125,-71.06580352783203125,anonymous,EN,21.568,44.329,46.34,3,Senior,Logical,B+(3.25-3.5),7.852,21.342,22.582,3,Sophomore,Emotional,C+(2.5-2.75),,,,,,,,Female,Graduates,Emotional,A-(3.5-3.75),
2019-12-07 13:50:52,2019-12-07 13:52:22,IP Address,173.17.61.228,100,89,True,2019-12-07 13:52:22,R_2fJ9KB1qVBZUsyg,,,,,42.03729248046875,-93.60050201416015625,anonymous,EN,3.396,45.449,47.46,16,Graduates,Logical,A-(3.5-3.75),,,,,,,,1.81,13.33,14.379,8,Graduates,Logical,A-(3.5-3.75),Female,Senior,Prefer not to say,A-(3.5-3.75),
